ID,label
1,0.6562525286237589
4,0.05816584520913404
6,0.33436996468807156
8,0.8194586311605714
10,0.2528787332905846
12,0.012328108835070555
17,0.0575943933916406
19,0.047892103325978236
20,0.4047024988787172
23,0.3620364806034441
24,0.019217470468190053
25,0.11610122643195085
28,0.34100800462573716
29,0.27080052514101216
30,0.007232822259053901
31,0.1782393914876134
32,0.1059060128663263
34,0.023946475660573487
36,0.44179050528877883
38,0.20530976372577014
39,0.07009597388564602
45,0.2079383589039701
50,0.4091884481330081
53,0.011731983164827129
54,0.6997469776142358
57,0.6523315782327979
63,0.030518563131754863
64,0.27072295615812836
65,0.012469627188907916
67,0.04571732476112352
70,0.009098863765205611
72,0.412857412868039
74,0.10270576862186602
76,0.08085330667129319
77,0.012435440481767462
84,0.0029720671781861816
85,0.012580111928499582
88,0.17182434020239282
89,0.7299787940209445
91,0.04794862322168779
95,0.03623966452244869
98,0.4109478989878159
102,0.004300929040715366
104,0.3655732896469214
105,0.03534150241798137
106,0.16482380567288302
107,0.05849735002842984
108,0.5046090517060146
111,0.3398427480433981
115,0.30599888204510006
116,0.09618315085508602
117,0.36039641378274584
118,0.0839863099169241
119,0.021503721920396
124,0.06858229533265257
125,0.4329319391598157
132,0.006112854906274507
135,0.11321002623275966
140,0.014054297072012908
142,0.27515673074394753
143,0.3841474391752211
144,0.40076744078551674
147,0.3566959732453549
149,0.20626443943835387
152,0.3938964559598862
156,0.015197413902039398
158,0.026657457134413795
159,0.023056188782646755
161,0.3560790278118002
164,0.03658072751902879
169,0.07464804399302659
171,0.8607777139072893
177,0.5416109299977386
178,0.3450537657485365
181,0.023253816404157135
183,0.35640252975199166
184,0.10309059130043846
185,0.008401526764433979
186,0.02034671728545787
187,0.8937951518960366
188,0.1830751666765844
189,0.12340534940375732
192,0.2727229710086425
193,0.45090623849438083
196,0.0035694528419141667
197,0.4310427927535396
199,0.33457481966931274
200,0.5928983906220553
203,0.014208973693664384
204,0.28470357047197525
205,0.8471236754660578
207,0.3441058876786265
209,0.009691891833006448
211,0.23720972033003393
214,0.01749472393178777
215,0.05138245195338449
218,0.03587488090978269
230,0.008263320533338387
235,0.4424191077965861
239,0.6924109199084315
240,0.13652447923003624
241,0.3340319664719325
242,0.005435483490438945
244,0.29035186255990825
245,0.043012656367805525
246,0.034418665163960596
248,0.024060062942202705
252,0.6002805847891212
